#Airline Flight Schedule - USA 8
#Commented by David Powell (dep) 22
#Sun Jan 26 00:35:54 EST 1997 317
#revised Tue Feb 18 01:33:21 EST 1997 by bh 131
# -- removed extraneous fields 147
# 222
# 3
#Fields: 270
# 2 - Airline 216
# 4 - Flight (left-padded with whitespace) 8
# 2 - <padding> 332
# 3 - Source Airport 462
# 1 - <padding> 152
# 5 - Departure Time (left-padded with whitespace) 368
# 2 - <padding> 255
# 3 - Destination Airport 209
# 1 - <padding> 48
# 5 - Arrival Time (left-padded with whitespace) 32
# 2 - <padding> 427
# 3 - Plane type 180
# 3 - <padding> 477
# remainder - Flight Classes 393
# 130
CO1267  DEN  604P  ABQ  733P  73S    A  Y  Q  H  K 397
YV 608  DEN  715P  ABQ  910P  BE1    Y  Q  L  H  M 86
UA 867  DEN  836P  ABQ  947P  733    F  Y  B  M  Q 401
DL 402  DEN  745A  ATL 1226P  757    F  Y  B  M  Q 352
NW 562  DEN  930A  ATL  430P  M80    F  Y  B  M  H 166
CO1532  DEN 1020A  ATL  317P  733    A  Y  Q  H  K 161
UA 408  DEN 1024A  ATL  319P  733    F  Y  B  M  Q 422
DL 317  DEN 1100A  ATL  400P  757    F  Y  B  M  Q 342
DL1136  DEN  245P  ATL  731P  72S    F  Y  B  M  Q 483
CO 742  DEN  414P  ATL  909P  733    F  A  Y  Q  H 362
DL1644  DEN  615P  ATL 1051P  72S    F  Y  B  M  Q 158
UA 740  DEN  633P  ATL 1123P  737    F  Y  B  M  Q 239
AA1260  DEN  935A  BNA  109P  S80    F  Y  B  H  M 345
NW 802  DEN 1000A  BNA  242P  D9S    F  Y  B  M  H 196
AA 796  DEN  307P  BNA  647P  S80    F  Y  B  H  M 352
DL1278  DEN  615A  BOS  210P  M80   F@ Y@ B@ M@ Q@ 60
AA1012  DEN  619A  BOS  133P  S80    F  Y  H  B  M 447
US 884  DEN  805A  BOS  322P  72S    F  Y  B  H  Q 446
UA 352  DEN 1029A  BOS  420P  757    F  Y  B  M  Q 332
CO1234  DEN 1035A  BOS  444P  M80    A  Y  Q  H  K 463
CO 786  DEN  104P  BOS  701P  M80    F  A  Y  Q  H 32
UA 354  DEN  335P  BOS  918P  757    F  Y  B  M  Q 55
CO 578  DEN  401P  BOS 1057P  733    Y  H  K  B  V 63
CO1182  DEN  729P  BOS  123A  733    A  Y  Q  H  K 45
DL 402  DEN  745A  DCA  259P  757    F  Y  B  M  Q 54
NW 560  DEN  755A  DCA  249P  M80    F  Y  B  M  H 404
CO1156  DEN  855A  DCA  341P  M80    A  Y  Q  H  K 316
US1520  DEN 1055A  DCA  544P  72S    F  Y  B  H  Q 242
TW 240  DEN  419P  DCA 1108P  M80    F  Y  B  Q  M 458
AA 820  DEN  435A  DFW  728A  S80   FN YN  B  Q  M 318
DL1278  DEN  615A  DFW  900A  M80   FN YN BN MN QN 128
UA 216  DEN  645A  DFW  933A  735    F  Y  B  M  Q 47
AA1166  DEN  704A  DFW 1001A  S80    F  Y  B  Q  M 119
AA1498  DEN  845A  DFW 1152A  S80    F  Y  B  Q  M 438
DL 544  DEN  940A  DFW 1224P  72S    F  Y  B  M  Q 481
AA1274  DEN 1023A  DFW  127P  S80    F  Y  B  Q  M 42
CO 840  DEN 1025A  DFW  120P  73S    F  A  Y  Q  H 235
UA 794  DEN 1031A  DFW  115P  72S    F  Y  B  M  Q 286
AA 730  DEN 1150A  DFW  256P  S80    F  Y  B  Q  M 361
DL 605  DEN  120P  DFW  415P  M80    Y  B  M  Q  H 480
AA  50  DEN  120P  DFW  424P  S80    F  Y  B  Q  M 224
CO 280  DEN  120P  DFW  407P  M80    F  A  Y  Q  H 167
UA 450  DEN  309P  DFW  606P  737    F  Y  B  M  Q 126
CO 496  DEN  405P  DFW  659P  733    A  Y  Q  H  K 395
AA1326  DEN  405P  DFW  716P  S80    F  Y  B  Q  M 419
DL 742  DEN  505P  DFW  750P  72S    F  Y  B  M  Q 231
AA1195  DEN  605P  DFW  858P  S80    F  Y  B  Q  M 355
UA 664  DEN  633P  DFW  924P  72S    F  Y  B  M  Q 470
CO1760  DEN  733P  DFW 1025P  D9S    A  Y  Q  H  K 111
DL 661  DEN  750P  DFW 1034P  72S   FN YN BN MN QN 343
AA1698  DEN  845P  DFW 1138P  S80    F YN  B  Q  M 99
NW1224  DEN  810A  DTW 1251P  D9S    F  Y  B  M  H 168
YX 522  DEN  940A  DTW  340P  DC9    Y  H  M  B  K 240
UA 680  DEN 1029A  DTW  310P  733    F  Y  B  M  Q 81
CO1704  DEN 1034A  DTW  327P  72S    F  A  Y  Q  H 204
NW1226  DEN 1115A  DTW  404P  72S    F  Y  B  M  H 333
NW 564  DEN  130P  DTW  744P  M80    F  Y  B  M  H 266
NW1228  DEN  250P  DTW  739P  72S    F  Y  B  M  H 6
UA 458  DEN  307P  DTW  744P  72S    F  Y  B  M  Q 126
UA 496  DEN  645P  DTW 1128P  733    F  Y  B  M  Q 266
CO1650  DEN  728P  DTW 1216A  72S    F  A  Y  Q  H 37
UA 514  DEN 1044A  HOU  207P  737    F  Y  B  M  Q 41
UA 908  DEN  639P  HOU 1002P  737    F  Y  B  M  Q 419
TW 870  DEN  948A  JFK  325P  M80    F  Y  B  Q  M 0
UA 263  DEN  645A  LAX  809A  735    F  Y  B  M  Q 189
UA 193  DEN  845A  LAX 1011A  D10    F  Y  B  M  Q 75
CO1245  DEN  849A  LAX 1021A  M80    A  Y  Q  H  K 308
CO 479  DEN 1200P  LAX  129P  AB3    F  A  Y  Q  H 264
UA 169  DEN 1215P  LAX  136P  D10    F  Y  B  M  Q 371
CO 347  DEN  244P  LAX  410P  M80    A  Y  Q  H  K 156
UA 497  DEN  252P  LAX  414P  733    F  Y  B  M  Q 23
DL 309  DEN  425P  LAX  710P  757    F  Y  B  M  Q 368
UA 857  DEN  545P  LAX  700P  D10    F  Y  B  M  Q 357
CO1629  DEN  600P  LAX  724P  AB3    A  Y  Q  H  K 377
HP  38  DEN  603P  LAX  830P  733    Y  B  H  K  Q 319
UA 539  DEN  615P  LAX  737P  737    F  Y  B  M  H 489
UA 239  DEN  826P  LAX  945P  757    F  Y  B  M  Q 326
CO 211  DEN  826P  LAX  947P  733    F  A  Y  Q  H 311
UA 230  DEN  921A  MIA  604P  733    F 343
UA 382  DEN  310P  MIA 1011P  72S    F  Y  B  M  Q 102
CO1212  DEN  403P  MIA 1102P  733    Y  H  K  B  V 368
UA 986  DEN  700A  MSP  945A  737    F  Y  B  M  Q 116
NW 560  DEN  755A  MSP 1045A  M80   FN YN BN  M  H 286
NW 562  DEN  930A  MSP 1220P  M80    F  Y  B  M  H 30
UA 982  DEN 1033A  MSP  124P  72S    F  Y  B  M  Q 4
CO1722  DEN 1034A  MSP  135P  M80    F  A  Y  Q  H 159
NW 568  DEN 1100A  MSP  145P  D9S    F  Y  B  M  H 479
NW 564  DEN  130P  MSP  418P  M80    F  Y  B  M  H 361
UA 636  DEN  307P  MSP  602P  737    F  Y  B  M  Q 275
CO1674  DEN  402P  MSP  703P  72S    F  A  Y  Q  H 274
NW 566  DEN  505P  MSP  755P  72S    F  Y  B  M  H 358
UA 572  DEN  643P  MSP  938P  733    F  Y  B  M  Q 194
CO1754  DEN  719P  MSP 1014P  73S    A  Y  Q  H  K 195
UA 956  DEN 1033A  MSY  212P  735    F  Y  B  M  H 4
CO1568  DEN 1035A  MSY  216P  733    A  Y  Q  H  K 472
CO1212  DEN  403P  MSY  739P  733    Y  H  K  B  V 474
CO 530  DEN  409P  MSY 1151P  72S    A  Y  Q  H  K 108
UA 434  DEN  635P  MSY 1016P  737    F  Y  B  M  H 456
AA1012  DEN  619A  ORD  945A  S80    F  Y  B  H  M 459
UA 220  DEN  705A  ORD 1017A  D10    F  Y  B  M  Q 387
ZK  76  DEN  845A  ORD  315P  BE1    Y  M  H  Q  V 251
AA1276  DEN  909A  ORD 1245P  S80    F  Y  B  H  M 103
UA 226  DEN  920A  ORD 1238P  72S    F  Y  B  M  Q 149
UA 230  DEN  921A  ORD 1245P  733    F  Y  B  M  Q 43
CO1514  DEN 1034A  ORD  152P  M80    F  A  Y  Q  H 81
UA 228  DEN 1050A  ORD  210P  D10    F  Y  B  M  Q 166
ZK 403  DEN 1120A  ORD  520P  BE1    Y  M  H  Q  V 235
AA 768  DEN 1141A  ORD  309P  757    F  Y  B  H  M 449
UA 940  DEN 1153A  ORD  309P  D10    F  C  Y  B  M 133
UA 730  DEN 1231P  ORD  350P  757    F  Y  B  M  Q 418
CO 806  DEN  115P  ORD  432P  M80    F  A  Y  Q  H 163
UA 234  DEN  315P  ORD  626P  D10    F  Y  B  M  Q 489
AA1362  DEN  330P  ORD  717P  S80    F  Y  B  H  M 493
UA 246  DEN  345P  ORD  703P  D10    F  Y  B  M  Q 28
CO 136  DEN  412P  ORD  739P  72S    F  A  Y  Q  H 182
NW 566  DEN  505P  ORD  947P  72S    F  Y  B  M  H 409
AA 388  DEN  545P  ORD  915P  S80    F  Y  B  H  M 151
UA 238  DEN  655P  ORD 1004P  D10    F  Y  B  M  Q 303
CO 598  DEN  732P  ORD 1046P  M80    F  A  Y  Q  H 215
UA 242  DEN  850P  ORD 1157P  72S    F  Y  B  M  Q 33
UA 270  DEN 1038A  PHL  356P  D10    F  Y  B  M  Q 306
CO1602  DEN 1040A  PHL  416P  M80    A  Y  Q  H  K 436
AA 768  DEN 1141A  PHL  726P  757    F  Y  H  B  M 468
UA 494  DEN  330P  PHL  850P  757    F  Y  B  M  Q 195
CO 780  DEN  401P  PHL  940P  M80    F  A  Y  Q  H 397
HP 844  DEN  645A  PHX  842A  733    Y  B  H  K  Q 122
UA 847  DEN  835A  PHX 1036A  733    F  Y  B  M  Q 469
CO 735  DEN  855A  PHX 1100A  M80    A  Y  Q  H  K 122
HP 854  DEN 1140A  PHX  141P  73S    Y  B  H  K  Q 424
UA 419  DEN 1155A  PHX  144P  72S    F  Y  B  M  Q 148
CO1247  DEN 1207P  PHX  200P  72S    F  A  Y  Q  H 434
CO 201  DEN  245P  PHX  436P  733    A  Y  Q  H  K 264
HP1523  DEN  320P  PHX  519P  733    F  Y  B  H  K 353
HP  97  DEN  450P  PHX  649P  733    Y  B  H  K  Q 317
UA 439  DEN  519P  PHX  707P  72S    F  Y  B  M  Q 151
CO 249  DEN  605P  PHX  810P  72S    F  A  Y  Q  H 278
HP 840  DEN  655P  PHX  854P  73S    Y  B  H  K  Q 143
UA 695  DEN  824P  PHX 1008P  72S    F  Y  B  M  Q 317
CO 467  DEN  825P  PHX 1020P  M80    F  A  Y  Q  H 291
AA1362  DEN  330P  PVD 1058P  S80    F  Y  H  B  M 185
DL1136  DEN  245P  RDU 1010P  72S    F  Y  B  M  Q 201
AA1326  DEN  405P  RDU 1139P  S80    F  Y  H  B  M 397
HP 844  DEN  645A  SEA 1157A  733    Y  B  H  K  Q 332
UA 293  DEN  835A  SEA 1027A  D10    F  Y  B  M  Q 400
CO1257  DEN  858A  SEA 1102A  72S    F  A  Y  Q  H 306
UA 319  DEN  930A  SEA 1128A  735    F  Y  B  M  Q 452
UA 455  DEN 1157A  SEA  144P  D10    F  Y  B  M  Q 499
CO1239  DEN 1209P  SEA  205P  M80    F  A  Y  Q  H 149
CO1259  DEN  247P  SEA  443P  72S    A  Y  Q  H  K 307
UA 427  DEN  325P  SEA  520P  733    F  Y  B  M  Q 381
UA1547  DEN  543P  SEA  728P  D10    F  Y  B  M  Q 410
CO 171  DEN  630P  SEA  829P  AB3    F  A  Y  Q  H 489
HP 840  DEN  655P  SEA 1158P  73S    Y  B  H  K  Q 130
CO 255  DEN  828P  SEA 1014P  M80    F  A  Y  Q  H 330
UA 227  DEN  842P  SEA 1032P  757    F  Y  B  M  Q 337
UA 681  DEN  640A  SFO  820A  733    F  Y  B  M  Q 421
UA 819  DEN  837A  SFO 1016A  D10    F  Y  B  M  Q 403
CO 395  DEN  850A  SFO 1028A  72S    F  A  Y  Q  H 169
UA 315  DEN  930A  SFO 1116A  737    Y  B  M  Q  H 264
UA 343  DEN 1149A  SFO  130P  757    F  Y  B  M  Q 328
CO 445  DEN 1205P  SFO  157P  AB3    F  A  Y  Q  H 233
HP 603  DEN  105P  SFO  440P  733    Y  B  H  K  Q 331
UA 247  DEN  150P  SFO  316P  72S    F  Y  B  M  Q 157
UA 347  DEN  430P  SFO  609P  735    F  Y  B  M  H 230
UA 207  DEN  519P  SFO  830P  735    F  Y  B  M  Q 449
UA1727  DEN  530P  SFO  703P  757    F  Y  B  M  H 349
CO 173  DEN  635P  SFO  813P  AB3    A  Y  Q  H  K 112
CO1765  DEN  831P  SFO 1010P  733    F  A  Y  Q  H 80
UA 861  DEN  851P  SFO 1022P  757    F  Y  B  M  Q 339
TW 402  DEN  700A  STL 1000A  72S    F  Y  B  Q  M 222
TW 450  DEN  855A  STL 1203P  72S    F  Y  B  Q  M 328
UA 854  DEN 1046A  STL  146P  733    F  Y  B  M  Q 93
TW 118  DEN  100P  STL  404P  72S    F  Y  B  Q  M 190
UA 470  DEN  305P  STL  601P  72S    F  Y  B  M  Q 451
TW 240  DEN  419P  STL  727P  M80    F  Y  B  Q  M 41
UA 476  DEN  637P  STL  933P  72S    F  Y  B  M  Q 337
CO1568  DEN 1035A  TPA  519P  733    A  Y  Q  H  K 177
DL 317  DEN 1100A  TPA  620P  757    F  Y  B 371
US 529  DEN  115P  TPA  838P  72S    F  Y  B  H  Q 369
DL 581  DFW  812A  ABQ  905A  M80    F  Y  B  M  Q 79
AA1067  DFW  921A  ABQ 1003A  72S    F  Y  B  M  H 392
YV  81  DFW 1030A  ABQ  120P  BE1    Y  Q  L  H  M 126
AA1257  DFW 1118A  ABQ 1207P  S80    F  Y  B  M  H 234
DL 527  DFW 1147A  ABQ 1230P  757    F  Y  B  M  Q 103
AA 329  DFW  227P  ABQ  315P  S80    F  Y  B  M  H 64
DL 545  DFW  321P  ABQ  405P  72S    F  Y  B  M  Q 403
AA 305  DFW  358P  ABQ  446P  72S    F  Y  B  M  H 264
AA 163  DFW  633P  ABQ  724P  S80    F  Y  B  M  H 12
DL 441  DFW  642P  ABQ  740P  M80    F  Y  B  M  Q 271
AA1111  DFW 1000P  ABQ 1043P  72S   FN YN  B  M  H 276
DL 333  DFW 1028P  ABQ 1110P  72S   FN YN BN MN QN 383
DL  16  DFW  615A  ATL  918A  L15    F  Y  B  M  Q 213
DL 500  DFW  615A  ATL 1055A  M80    F  Y  B  M  H 177
DL 636  DFW  615A  ATL 1100A  M80   F@ Y@ B@ M@ Q@ 290
DL1198  DFW  640A  ATL 1233P  M80   F@ Y@ B@ M@ Q@ 470
DL 542  DFW  641A  ATL 1051A  M80   F@ Y@ B@ M@ Q@ 108
AA 864  DFW  656A  ATL  953A  S80   FN YN  B  H  M 109
DL1190  DFW  805A  ATL 1105A  757    F  Y  B  M  Q 110
DL 408  DFW  806A  ATL 1235P  M80    Y  B  M  Q  H 290
DL 353  DFW  809A  ATL 1237P  M80    F  Y  B  M  Q 190
AA 752  DFW  816A  ATL 1124A  72S   FN YN  B  H  M 9
DL 790  DFW  940A  ATL 1242P  763    F  Y  B  M  Q 383
DL 784  DFW 1020A  ATL  228P  M80    F  Y  B  M  Q 108
DL 508  DFW 1041A  ATL  227P  D9S    F  Y  B  M  Q 52
DL1007  DFW 1125A  ATL  410P  M80    F  Y  B  M  Q 57
DL1046  DFW 1125A  ATL  409P  M80    F  Y  B  M  Q 141
DL 472  DFW 1138A  ATL  235P  757    F  Y  B  M  Q 150
DL1028  DFW 1140A  ATL  401P  M80    F  Y  B  M  Q 39
DL 904  DFW 1143A  ATL  355P  73S    F  Y  B  M  Q 22
DL 833  DFW 1144A  ATL  406P  73S    F  Y  B  M  Q 376
DL 941  DFW 1145A  ATL  405P  M80    F  Y  B  M  Q 348
DL1094  DFW 1201P  ATL  359P  M80    F  Y  B  M  Q 12
AA 504  DFW 1245P  ATL  340P  S80    F  Y  B  H  M 124
DL1066  DFW  100P  ATL  410P  L10    F  Y  B  M  Q 127
DL 756  DFW  100P  ATL  559P  72S    F  Y  B  M  Q 29
DL 335  DFW  106P  ATL  556P  72S    F  Y  B  M  Q 484
DL1074  DFW  108P  ATL  556P  M80    F  Y  B  M  Q 473
DL 618  DFW  115P  ATL  554P  757    F  Y  B  M  Q 211
DL1264  DFW  122P  ATL  549P  M80    F  Y  B  M  Q 474
DL 783  DFW  141P  ATL  548P  M80    F  Y  B  M  Q 88
AA 482  DFW  238P  ATL  538P  S80    F  Y  B  H  M 356
DL 688  DFW  300P  ATL  600P  L10    F  Y  B  M  Q 437
DL1544  DFW  304P  ATL  730P  D9S    F  Y  B  M  Q 24
DL 394  DFW  305P  ATL  755P  M80    F  Y  B  M  Q 131
DL 940  DFW  314P  ATL  738P  73S    F  Y  B  M  Q 443
DL 722  DFW  450P  ATL  744P  L10    F  Y  B  M  Q 422
DL 556  DFW  453P  ATL  935P  73S   F@ Y@ B@ M@ Q@ 140
AA 222  DFW  516P  ATL  817P  727    F  Y  B  H  M 203
DL1061  DFW  557P  ATL 1033P  73S   F@ Y@ B@ M@ Q@ 199
DL 592  DFW  557P  ATL 1039P  73S   F@ Y@ B@ M@ Q@ 369
DL 260  DFW  558P  ATL 1054P  M80   F@ Y@ B@ M@ Q@ 113
DL 908  DFW  641P  ATL 1101P  D9S   F@ Y@ B@ M@ Q@ 82
DL 832  DFW  645P  ATL  942P  M80    F  Y  B  M  Q 41
AA 496  DFW  804P  ATL 1102P  727   FN YN  B  H  M 411
DL 154  DFW  808P  ATL 1105P  767   FN YN BN MN QN 315
DL1008  DFW 1027P  ATL  115A  D9S   FN YN BN MN QN 428
DL1080  DFW 1138P  ATL  223A  M80   FN YN BN MN QN 55
AA1144  DFW  645A  BNA  826A  S80    F  Y  B  M  H 391
AA1280  DFW  807A  BNA  958A  S80    F  Y  B  M  H 195
AA 410  DFW  814A  BNA 1245P  727    F  Y  M  B  H 476
DL 784  DFW 1020A  BNA 1200P  M80    F  Y  B  M  Q 301
AA1444  DFW 1102A  BNA 1246P  S80    F  Y  B  M  H 168
AA1086  DFW 1251P  BNA  240P  S80    F  Y  B  M  H 413
DL1192  DFW  110P  BNA  302P  72S    F  Y  B  M  Q 247
AA1406  DFW  239P  BNA  423P  S80    F  Y  B  M  H 19
DL1078  DFW  453P  BNA  635P  73S    F  Y  B  M  Q 332
AA 352  DFW  520P  BNA  722P  757    F  Y  B  M  H 310
AA 440  DFW  803P  BNA  956P  757    F  Y  B  M  H 473
DL 478  DFW  831P  BNA 1015P  72S    F  Y  B  M  Q 269
DL 996  DFW  610A  BOS 1146A  72S    F  Y  B  M  Q 421
AA 728  DFW  635A  BOS 1058A  S80    F  Y  B  H  M 111
AA1364  DFW  813A  BOS 1253P  S80    F  Y  B  H  M 256
DL1278  DFW  941A  BOS  210P  M80    F  Y  B  M  Q 310
AA 108  DFW  103P  BOS  525P  D10    F  Y  B  H  M 2
DL 358  DFW  107P  BOS  555P  757    F  Y  B  M  Q 55
US1473  DFW  140P  BOS  757P  733    F  Y  B  H  Q 171
AA 634  DFW  223P  BOS  644P  757    F  Y  B  H  M 269
DL1620  DFW  507P  BOS  944P  M80    F  Y  B  M  Q 233
AA 154  DFW  519P  BOS  948P  D10    F  Y  B  H  M 356
AA 568  DFW  656A  DCA 1033A  S80    F  Y  B  H  M 304
DL 874  DFW  820A  DCA 1205P  72S    F  Y  B  M  Q 383
AA 804  DFW  827A  DCA 1214P  757    F  Y  B  H  M 254
AA1284  DFW  924A  DCA  105P  S80    F  Y  B  H  M 180
US 349  DFW  925A  DCA  255P  M80    F  Y  B  H  Q 468
DL 400  DFW  955A  DCA  140P  M80    F  Y  B  M  Q 371
AA 236  DFW 1051A  DCA  231P  S80    F  Y  B  H  M 27
DL1040  DFW  100P  DCA  705P  72S    F  Y  B  M  Q 55
DL 522  DFW  102P  DCA  459P  M80    F  Y  B  M  Q 67
AA1256  DFW  106P  DCA  447P  757    F  Y  B  H  M 234
AA1322  DFW  243P  DCA  628P  S80    F  Y  B  H  M 480
DL 394  DFW  305P  DCA 1025P  M80    F  Y  B  M  Q 379
DL 660  DFW  500P  DCA  845P  757    F  Y  B  M  Q 355
AA 846  DFW  516P  DCA  904P  757    F  Y  B  H  M 25
AA 834  DFW  800P  DCA 1136P  757    F  Y  B  H  M 57
DL 462  DFW  824P  DCA 1205A  M80    F  Y  B  M  Q 463
UA1483  DFW  700A  DEN  802A  733    F  Y  B  M  Q 64
AA1697  DFW  700A  DEN  810A  S80    F  Y  B  Q  M 388
CO 277  DFW  700A  DEN  805A  733    A  Y  Q  H  K 50
DL 888  DFW  807A  DEN  900A  72S   FN YN BN MN QN 263
AA 861  DFW  811A  DEN  913A  S80    F  Y  B  Q  M 147
AA1281  DFW  934A  DEN 1036A  S80    F  Y  B  Q  M 409
CO1219  DFW 1010A  DEN 1104A  D9S    A  Y  Q  H  K 307
UA 985  DFW 1014A  DEN 1113A  735    F  Y  B  M  Q 242
AA 419  DFW 1108A  DEN 1207P  S80    F  Y  B  Q  M 106
DL 233  DFW 1140A  DEN 1237P  M80    F  Y  B  M  Q 82
AA 527  DFW  222P  DEN  320P  S80    F  Y  B  Q  M 182
DL 309  DFW  301P  DEN  355P  757    F  Y  B  M  Q 18
UA 851  DFW  340P  DEN  437P  733    F  Y  B  M  Q 155
AA  51  DFW  355P  DEN  455P  S80    F  Y  B  Q  M 437
CO 885  DFW  432P  DEN  525P  73S    A  Y  Q  H  K 337
AA 193  DFW  635P  DEN  740P  S80    F  Y  B  Q  M 225
CO 233  DFW  645P  DEN  734P  733    A  Y  Q  H  K 186
UA 577  DFW  646P  DEN  748P  737    F  Y  B  M  Q 121
DL 509  DFW  656P  DEN  755P  72S   FN YN BN MN QN 254
AA1631  DFW  803P  DEN  904P  S80    F YN  B  Q  M 264
AA 313  DFW  953P  DEN 1049P  S80   FN YN  B  Q  M 291
DL1055  DFW 1033P  DEN 1130P  M80   FN YN BN MN QN 479
AA 198  DFW  700A  DTW 1019A  72S    F  Y  B  H  M 62
NW 690  DFW  800A  DTW 1118A  D9S   FN YN BN  M  H 356
NW1560  DFW  915A  DTW 1236P  D9S   FN YN BN  M  H 304
AA 382  DFW  940A  DTW  107P  S80    F  Y  B  H  M 441
DL 672  DFW  949A  DTW  120P  73S    F  Y  B  M  Q 50
NW 692  DFW 1220P  DTW  350P  D9S    F  Y  B  M  H 81
DL 262  DFW  116P  DTW  455P  M80    F  Y  B  M  Q 116
UA 446  DFW  206P  DTW  708P  72S    F  Y  B  M  Q 250
AA1132  DFW  232P  DTW  559P  S80    F  Y  B  H  M 464
NW 696  DFW  400P  DTW  728P  D9S    F  Y  B  M  H 317
DL 588  DFW  501P  DTW  830P  72S    F  Y  B  M  Q 232
NW 694  DFW  505P  DTW  847P  D9S   FN YN BN  M  H 341
AA1168  DFW  515P  DTW  849P  S80    F  Y  B  H  M 450
AA 212  DFW  521P  DTW 1040P  D10    F  Y  B  M  H 244
AA 158  DFW  757P  DTW 1111P  72S    F  Y  B  H  M 319
DL1177  DFW  617A  HOU  715A  D9S   FN YN BN MN QN 399
AA   8  DFW  652A  HOU  756A  S80    F  Y  B  M  H 255
DL 408  DFW  806A  HOU  910A  M80    F  Y  B  M  Q 355
AA 371  DFW  810A  HOU  918A  72S    F  Y  B  M  H 215
AA 803  DFW 1050A  HOU 1157A  S80    F  Y  B  M  H 416
TW 130  DFW 1100A  HOU 1200P  72S    F  Y  B  Q  M 48
DL 877  DFW 1152A  HOU 1255P  D9S    F  Y  B  M  Q 127
AA1344  DFW 1251P  HOU  159P  S80    F  Y  B  M  H 142
AA 856  DFW  230P  HOU  339P  S80    F  Y  B  M  H 276
DL 946  DFW  301P  HOU  403P  D9S    F  Y  B  M  Q 460
AA1179  DFW  354P  HOU  458P  72S    F  Y  B  M  H 281
AA1679  DFW  514P  HOU  631P  S80    F  Y  B  M  H 108
AA1509  DFW  630P  HOU  738P  S80    F  Y  B  M  H 170
DL 853  DFW  651P  HOU  755P  73S    F  Y  B  M  Q 216
AA 401  DFW  951P  HOU 1057P  S80   FN YN  B  M  H 307
DL1228  DFW 1027P  HOU 1125P  73S   FN YN BN MN QN 230
AA 926  DFW 1116P  HOU 1215A  72S   FN YN  B  M  H 395
TW 130  DFW 1100A  JFK  450P  72S    F  Y  B  Q  M 453
DL1870  DFW 1155A  JFK  440P  72S    F  Y  B  M  Q 166
AA 862  DFW 1249P  JFK  525P  72S    F  Y  B  H  M 455
AA1165  DFW  700A  LAX  811A  S80    F  Y  B  H  M 320
AA 509  DFW  805A  LAX  921A  S80    F  Y  B  H  M 100
DL 131  DFW  806A  LAX  920A  L10    F  Y  B  M  Q 350
DL 859  DFW  812A  LAX 1019A  72S    F  Y  B  M  Q 433
DL1715  DFW  812A  LAX 1016A  72S    F  Y  B  M  Q 79
AA 227  DFW  924A  LAX 1017A  D10    F  Y  B  H  M 418
AA 333  DFW 1120A  LAX 1219P  D10    F  Y  B  H  M 219
DL 285  DFW 1151A  LAX  100P  763    F  Y  B  M  Q 0
AA 625  DFW 1253P  LAX  200P  S80    F  Y  B  H  M 282
AA 281  DFW  239P  LAX  337P  D10    F  Y  B  H  M 58
DL 819  DFW  300P  LAX  508P  72S    F  Y  B  M  Q 285
DL 309  DFW  301P  LAX  710P  757    F  Y  B  M  Q 34
DL 179  DFW  340P  LAX  440P  L10    F  Y  B  M  Q 291
AA  49  DFW  400P  LAX  504P  D10    F  Y  B  H  M 258
AA 603  DFW  514P  LAX  625P  S80    F  Y  B  H  M 362
AA 389  DFW  642P  LAX  746P  D10    F  Y  B  H  M 140
DL1215  DFW  650P  LAX  909P  72S    F  Y  B 356
DL 139  DFW  652P  LAX  920P  757    F  Y  B  M  Q 29
DL 161  DFW  710P  LAX  820P  L10    F  Y  B  M  Q 267
AA 717  DFW  800P  LAX  907P  S80    F  Y  B  H  M 422
AA1261  DFW  959P  LAX 1056P  D10   FN YN  B  H  M 162
DL 279  DFW 1050P  LAX 1158P  763   FN YN BN MN QN 436
DL1700  DFW  640A  MIA 1010A  72S    F  Y  B  M  Q 477
AA 857  DFW  645A  MIA 1007A  757    F  Y  B  H  M 313
AA 614  DFW  815A  MIA 1151A  D10    F  Y  B  H  M 85
DL 546  DFW  940A  MIA  110P  72S    F  Y  B  M  Q 347
AA1614  DFW 1100A  MIA  235P  72S    F  Y  B  H  M 427
DL 472  DFW 1138A  MIA  515P  757    F  Y  B  M  H 197
AA 880  DFW 1257P  MIA  439P  72S    F  Y  B  H  M 195
DL 174  DFW  107P  MIA  445P  72S    F  Y 250
AA 498  DFW  225P  MIA  604P  72S    F  Y  B  H  M 358
PA 737  DFW  515P  MIA  901P  72S    F  Y  B  M  Q 322
AA 734  DFW  519P  MIA  902P  757    F  Y  B  H  M 311
AA1328  DFW  805P  MIA 1136P  757    F  Y  B  H  M 490
DL 558  DFW  846P  MIA 1215A  L10    F  Y  B  M  Q 406
NW 516  DFW  630A  MSP  836A  D9S    F  Y  B  M  H 215
AA 832  DFW  809A  MSP 1029A  S80    F  Y  B  M  H 160
NW 400  DFW  830A  MSP 1038A  D9S    F  Y  B  M  H 57
AA 629  DFW 1055A  MSP  109P  S80    F  Y  B  M  H 334
NW 402  DFW 1115A  MSP  130P  D9S   FN YN BN  M  H 104
AA 438  DFW 1251P  MSP  305P  S80    F  Y  B  M  H 414
AA 760  DFW  236P  MSP  459P  S80    F  Y  B  M  H 261
NW 404  DFW  425P  MSP  637P  D9S    F  Y  B  M  H 86
NW 406  DFW  550P  MSP  759P  D9S    F  Y  B  M  H 72
AA 822  DFW  756P  MSP 1009P  S80    F  Y  B  M  H 185
DL 824  DFW  617A  MSY  735A  M80   FN YN BN MN QN 420
